reviewId,paperId,reviewText,reviewDecision,reviewDecisionBoolean,paperTitle
r1036,p1036,Review content,accepted,1,Recent Advances of Deep Learning in Bioinformatics and Computational Biology
r1037,p1037,Review content,rejected,0,VectorBase: an updated bioinformatics resource for invertebrate vectors and other organisms related with human diseases
r1038,p1038,Review content,accepted,1,Programmatic access to bioinformatics tools from EMBL-EBI update: 2017
r1039,p1039,Review content,accepted,1,A new bioinformatics analysis tools framework at EMBL–EBI
r1040,p1040,Review content,rejected,0,DAVID Bioinformatics Resources: expanded annotation database and novel algorithms to better extract biology from large gene lists
r1041,p1041,Review content,accepted,1,The MPI bioinformatics Toolkit as an integrative platform for advanced protein sequence and structure analysis
r1042,p1042,Review content,accepted,1,A Survey of Data Mining and Deep Learning in Bioinformatics
r1043,p1043,Review content,rejected,0,Bioinformatics and Computational Biology Solutions Using R and Bioconductor (Statistics for Biology and Health)
r1044,p1044,Review content,accepted,1,Sequence clustering in bioinformatics: an empirical study
r1045,p1045,Review content,accepted,1,Impacts of bioinformatics to medicinal chemistry.
r1046,p1046,Review content,accepted,1,Taverna: a tool for the composition and enactment of bioinformatics workflows
r1047,p1047,Review content,rejected,0,Data-driven advice for applying machine learning to bioinformatics problems
r1048,p1048,Review content,rejected,0,Influenza Research Database: An integrated bioinformatics resource for influenza virus research
r1049,p1049,Review content,accepted,1,"Next Generation Sequencing and Bioinformatics Methodologies for Infectious Disease Research and Public Health: Approaches, Applications, and Considerations for Development of Laboratory Capacity."
r1050,p1050,Review content,rejected,0,Metabolomics technology and bioinformatics for precision medicine
r1051,p1051,Review content,accepted,1,A brief history of bioinformatics
r1052,p1052,Review content,accepted,1,A novel features ranking metric with application to scalable visual and bioinformatics data classification
r1053,p1053,Review content,accepted,1,An overview of topic modeling and its current applications in bioinformatics
r1054,p1054,Review content,accepted,1,Protein Bioinformatics Databases and Resources.
r1055,p1055,Review content,accepted,1,A comparison of sequencing platforms and bioinformatics pipelines for compositional analysis of the gut microbiome
r1056,p1056,Review content,accepted,1,Manual for Using Homomorphic Encryption for Bioinformatics
r1057,p1057,Review content,rejected,0,A Review of Bioinformatics Tools for Bio-Prospecting from Metagenomic Sequence Data
r1058,p1058,Review content,accepted,1,A cloud-compatible bioinformatics pipeline for ultrarapid pathogen identification from next-generation sequencing of clinical samples
r1059,p1059,Review content,accepted,1,Performance measures in evaluating machine learning based bioinformatics predictors for classifications
r1060,p1060,Review content,accepted,1,Encyclopedia of Bioinformatics and Computational Biology: ABC of Bioinformatics
r1061,p1061,Review content,accepted,1,Bioinformatics and peptidomics approaches to the discovery and analysis of food-derived bioactive peptides
r1062,p1062,Review content,accepted,1,A novel hierarchical selective ensemble classifier with bioinformatics application
r1063,p1063,Review content,accepted,1,CLIMB (the Cloud Infrastructure for Microbial Bioinformatics): an online resource for the medical microbiology community
r1064,p1064,Review content,accepted,1,An overview of bioinformatics tools for epitope prediction: Implications on vaccine development
r1065,p1065,Review content,accepted,1,Snakemake - a scalable bioinformatics workflow engine
r1066,p1066,Review content,accepted,1,Network Inference and Reconstruction in Bioinformatics
r1067,p1067,Review content,accepted,1,Text Mining for Bioinformatics Using Biomedical Literature
r1068,p1068,Review content,accepted,1,A global perspective on evolving bioinformatics and data science training needs
r1069,p1069,Review content,rejected,0,The Road to Metagenomics: From Microbiology to DNA Sequencing Technologies and Bioinformatics
r1070,p1070,Review content,accepted,1,Feature selection methods for big data bioinformatics: A survey from the search perspective.
r1071,p1071,Review content,rejected,0,Bioinformatics research at BGRS-2018
r1072,p1072,Review content,accepted,1,The development and application of bioinformatics core competencies to improve bioinformatics training and education
r1073,p1073,Review content,accepted,1,PipeCraft: Flexible open‐source toolkit for bioinformatics analysis of custom high‐throughput amplicon sequencing data
r1074,p1074,Review content,accepted,1,Aptamer Bioinformatics
r1075,p1075,Review content,rejected,0,Enabling the democratization of the genomics revolution with a fully integrated web-based bioinformatics platform
r1076,p1076,Review content,accepted,1,"H3ABioNet, a sustainable pan-African bioinformatics network for human heredity and health in Africa"
r1077,p1077,Review content,rejected,0,The Impact of Bioinformatics on Vaccine Design and Development
r1078,p1078,Review content,accepted,1,Single-Cell Transcriptomics Bioinformatics and Computational Challenges
r1079,p1079,Review content,accepted,1,Systems Bioinformatics: increasing precision of computational diagnostics and therapeutics through network-based approaches
r1080,p1080,Review content,accepted,1,Bioinformatics core competencies for undergraduate life sciences education
r1081,p1081,Review content,accepted,1,"Review of Current Methods, Applications, and Data Management for the Bioinformatics Analysis of Whole Exome Sequencing"
r1082,p1082,Review content,rejected,0,Bioinformatics applications on Apache Spark
r1083,p1083,Review content,accepted,1,Bioinformatics and Drug Discovery
r1084,p1084,Review content,accepted,1,Designing a course model for distance-based online bioinformatics training in Africa: The H3ABioNet experience
r1085,p1085,Review content,accepted,1,Microarray bioinformatics in cancer- a review.
r1086,p1086,Review content,accepted,1,Bioinformatics for precision oncology
r1087,p1087,Review content,rejected,0,The European Bioinformatics Institute in 2016: Data growth and integration
r1088,p1088,Review content,accepted,1,Reproducible bioinformatics project: a community for reproducible bioinformatics analysis pipelines
r1089,p1089,Review content,accepted,1,Developing reproducible bioinformatics analysis workflows for heterogeneous computing environments to support African genomics
r1090,p1090,Review content,accepted,1,"Bioinformatics approaches, prospects and challenges of food bioactive peptide research"
r1091,p1091,Review content,accepted,1,Metagenomics and Bioinformatics in Microbial Ecology: Current Status and Beyond
r1092,p1092,Review content,accepted,1,Barriers to integration of bioinformatics into undergraduate life sciences education: A national study of US life sciences faculty uncover significant barriers to integrating bioinformatics into undergraduate instruction
r1093,p1093,Review content,rejected,0,Bioinformatics in translational drug discovery
r1094,p1094,Review content,accepted,1,Proceedings of the 16th Annual UT-KBRIN Bioinformatics Summit 2016: bioinformatics
r1095,p1095,Review content,accepted,1,Overview of random forest methodology and practical guidance with emphasis on computational biology and bioinformatics
r1096,p1096,Review content,accepted,1,Bioinformatics for clinical next generation sequencing.
r1097,p1097,Review content,accepted,1,"Knowledge Discovery and interactive Data Mining in Bioinformatics - State-of-the-Art, future challenges and research directions"
