reviewId,paperId,reviewText,reviewDecision,paperTitle
r1634,p1634,Review Comment,1,The InterPro protein families database: the classification resource after 15 years
r1635,p1635,Review Comment,1,SYFPEITHI: database for MHC ligands and peptide motifs
r1636,p1636,Review Comment,1,FaceWarehouse: A 3D Facial Expression Database for Visual Computing
r1637,p1637,Review Comment,1,Tmbase-A database of membrane spanning protein segments
r1638,p1638,Review Comment,1,A Database for Handwritten Text Recognition Research
r1639,p1639,Review Comment,1,circBase: a database for circular RNAs
r1640,p1640,Review Comment,1,The Comprehensive Antibiotic Resistance Database
r1641,p1641,Review Comment,0,TRY – a global database of plant traits
r1642,p1642,Review Comment,1,Data Mining: An Overview from a Database Perspective
r1643,p1643,Review Comment,1,Rfam 12.0: updates to the RNA families database
r1644,p1644,Review Comment,0,"The CMU Pose, Illumination, and Expression Database"
r1645,p1645,Review Comment,1,FEEDBACK ON A PUBLICLY DISTRIBUTED IMAGE DATABASE: THE MESSIDOR DATABASE
r1646,p1646,Review Comment,1,The UCSC Genome Browser database: 2015 update
r1647,p1647,Review Comment,1,Universal database search tool for proteomics
r1648,p1648,Review Comment,0,The BioGRID interaction database: 2015 update
r1649,p1649,Review Comment,1,The UCSC Genome Browser Database
r1650,p1650,Review Comment,1,STRING: a database of predicted functional associations between proteins
r1651,p1651,Review Comment,1,The Transporter Classification Database (TCDB): recent advances
r1652,p1652,Review Comment,1,The PLANTS Database
r1653,p1653,Review Comment,1,The immune epitope database (IEDB) 3.0
r1654,p1654,Review Comment,1,New software for searching the Cambridge Structural Database and visualizing crystal structures.
r1655,p1655,Review Comment,1,Database resources of the National Center for Biotechnology Information: update
r1656,p1656,Review Comment,1,Genevestigator V3: A Reference Expression Database for the Meta-Analysis of Transcriptomes
r1657,p1657,Review Comment,1,The MetaCyc database of metabolic pathways and enzymes and the BioCyc collection of pathway/genome databases
r1658,p1658,Review Comment,1,CHIANTI - an atomic database for emission lines - I. Wavelengths greater than 50 Å
r1659,p1659,Review Comment,1,The UCSC Genome Browser database: update 2011
r1660,p1660,Review Comment,1,The ChEMBL bioactivity database: an update
r1661,p1661,Review Comment,1,The Database of Interacting Proteins: 2004 update
r1662,p1662,Review Comment,1,Notes on CEPII’s Distances Measures: The GeoDist Database
r1663,p1663,Review Comment,1,Saccharomyces Genome Database: the genomics resource of budding yeast
r1664,p1664,Review Comment,1,An Overview of the Global Historical Climatology Network-Daily Database
r1665,p1665,Review Comment,1,Materials Design and Discovery with High-Throughput Density Functional Theory: The Open Quantum Materials Database (OQMD)
r1666,p1666,Review Comment,0,Active fault database of Turkey
r1667,p1667,Review Comment,1,"The CMU Pose, Illumination, and Expression (PIE) database"
r1668,p1668,Review Comment,0,Basis Set Exchange: A Community Database for Computational Sciences
r1669,p1669,Review Comment,1,Completion of the 2006 National Land Cover Database for the conterminous United States.
r1670,p1670,Review Comment,0,A Multimodal Database for Affect Recognition and Implicit Tagging
r1671,p1671,Review Comment,1,High Resolution XPS of Organic Polymers: The Scienta ESCA300 Database
r1672,p1672,Review Comment,1,The Proteomics Identifications (PRIDE) database and associated tools: status in 2013
r1673,p1673,Review Comment,1,An Overview of the China Meteorological Administration Tropical Cyclone Database
r1674,p1674,Review Comment,1,Biological control of insect pests by insect parasitoids and predators: the BIOCAT database.
r1675,p1675,Review Comment,0,InterPro: the integrative protein signature database
r1676,p1676,Review Comment,1,The Dartmouth Stellar Evolution Database
r1677,p1677,Review Comment,1,Cochrane Database of Systematic Reviews
r1678,p1678,Review Comment,1,"HITEMP, the high-temperature molecular spectroscopic database"
r1679,p1679,Review Comment,1,Systemic Banking Crises Database
r1680,p1680,Review Comment,1,PhagesDB: the actinobacteriophage database
r1681,p1681,Review Comment,1,Systematic meta-analyses of Alzheimer disease genetic association studies: the AlzGene database
r1682,p1682,Review Comment,1,NGA-West2 Database
r1683,p1683,Review Comment,0,"MEROPS: the database of proteolytic enzymes, their substrates and inhibitors"
r1684,p1684,Review Comment,1,The BioGRID interaction database: 2013 update
r1685,p1685,Review Comment,1,Systemic Banking Crises: A New Database
r1686,p1686,Review Comment,1,JASPAR: an open-access database for eukaryotic transcription factor binding profiles
r1687,p1687,Review Comment,0,The UCSC Genome Browser Database: update 2006
r1688,p1688,Review Comment,1,"Reactome: a database of reactions, pathways and biological processes"
r1689,p1689,Review Comment,1,Access path selection in a relational database management system
r1690,p1690,Review Comment,1,The Dfam database of repetitive DNA families
r1691,p1691,Review Comment,1,Energy-Aware Database Management Systems
r1692,p1692,Review Comment,1,The Pan-STARRS1 Database and Data Products
r1693,p1693,Review Comment,1,MEROPS: the peptidase database
r1694,p1694,Review Comment,1,Comet: An open‐source MS/MS sequence database search tool
r1695,p1695,Review Comment,1,METLIN: A Metabolite Mass Spectral Database
r1696,p1696,Review Comment,1,Introduction to Database Systems
r1697,p1697,Review Comment,1,Epidemic algorithms for replicated database maintenance
r1698,p1698,Review Comment,1,The COG database: new developments in phylogenetic classification of proteins from complete genomes
r1699,p1699,Review Comment,1,Storing and querying ordered XML using a relational database system
r1700,p1700,Review Comment,1,"DIP, the Database of Interacting Proteins: a research tool for studying cellular networks of protein interactions"
r1701,p1701,Review Comment,1,Development of a 2001 National land-cover database for the United States
r1702,p1702,Review Comment,0,The Ribosomal Database Project.
r1703,p1703,Review Comment,1,The UCSC Genome Browser database: 2014 update
r1704,p1704,Review Comment,1,IT’IS Database for Thermal and Electromagnetic Parameters of Biological Tissues
r1705,p1705,Review Comment,1,CircFunBase: a database for functional circular RNAs
r1706,p1706,Review Comment,1,XM2VTSDB: The Extended M2VTS Database
r1707,p1707,Review Comment,1,"PATRIC, the bacterial bioinformatics database and analysis resource"
r1708,p1708,Review Comment,1,Atlantic Hurricane Database Uncertainty and Presentation of a New Database Format
r1709,p1709,Review Comment,1,A major upgrade of the VALD database
r1710,p1710,Review Comment,1,PH2 - A dermoscopic image database for research and benchmarking
r1711,p1711,Review Comment,1,MRC Psycholinguistic Database
r1712,p1712,Review Comment,1,OPM database and PPM web server: resources for positioning of proteins in membranes
r1713,p1713,Review Comment,0,Survey of graph database models
r1714,p1714,Review Comment,1,DISFA: A Spontaneous Facial Action Intensity Database
r1715,p1715,Review Comment,1,Measuring Financial Inclusion: The Global Findex Database
r1716,p1716,Review Comment,0,RegNetwork: an integrated database of transcriptional and post-transcriptional regulatory networks in human and mouse
r1717,p1717,Review Comment,1,Mouse Genome Database (MGD)-2018: knowledgebase for the laboratory mouse
r1718,p1718,Review Comment,1,Mouse Genome Database (MGD)-2017: community knowledge resource for the laboratory mouse
r1719,p1719,Review Comment,0,Human Gene Mutation Database (HGMD®): 2003 update
r1720,p1720,Review Comment,1,The RDP-II (Ribosomal Database Project)
r1721,p1721,Review Comment,1,The Ensembl genome database project
r1722,p1722,Review Comment,1,BindingDB: a web-accessible database of experimentally determined protein–ligand binding affinities
r1723,p1723,Review Comment,1,PPDB: The Paraphrase Database
r1724,p1724,Review Comment,1,A 3D facial expression database for facial behavior research
r1725,p1725,Review Comment,0,Systemic Banking Crises Database: An Update
r1726,p1726,Review Comment,1,The Pfam protein families database
r1727,p1727,Review Comment,1,Pfam: the protein families database
r1728,p1728,Review Comment,1,The sketchy database
r1729,p1729,Review Comment,1,Identification of protein coding regions by database similarity search
r1730,p1730,Review Comment,1,The NCBI Taxonomy database
r1731,p1731,Review Comment,1,Rfam: an RNA family database
r1732,p1732,Review Comment,0,Database Mining: A Performance Perspective
r1733,p1733,Review Comment,0,"The Reticular Chemistry Structure Resource (RCSR) database of, and symbols for, crystal nets."
r1734,p1734,Review Comment,1,The UMIST database for astrochemistry 2012
r1735,p1735,Review Comment,1,NCBI GEO: mining tens of millions of expression profiles—database and tools update
r1736,p1736,Review Comment,1,Principles of database and knowledge- base systems
r1737,p1737,Review Comment,1,Phone Recognition on the TIMIT Database
r1738,p1738,Review Comment,1,Cloud-Screening and Quality Control Algorithms for the AERONET Database
r1739,p1739,Review Comment,1,WordNet: An Electronic Lexical Database
r1740,p1740,Review Comment,0,"Human genetic variation database, a reference database of genetic variations in the Japanese population"
r1741,p1741,Review Comment,1,AVA: A large-scale database for aesthetic visual analysis
r1742,p1742,Review Comment,1,VFDB: a reference database for bacterial virulence factors
r1743,p1743,Review Comment,1,HPIDB 2.0: a curated database for host–pathogen interactions
r1744,p1744,Review Comment,1,Validation of the national health insurance research database with ischemic stroke cases in Taiwan
r1745,p1745,Review Comment,1,Database: The Journal of Biological Databases and Curation
r1746,p1746,Review Comment,1,The UCSC Genome Browser database: extensions and updates 2013
r1747,p1747,Review Comment,0,ATtRACT—a database of RNA-binding proteins and associated motifs
r1748,p1748,Review Comment,1,The notions of consistency and predicate locks in a database system
r1749,p1749,Review Comment,0,A New Database on the Structure and Development of the Financial Sector
r1750,p1750,Review Comment,1,Database Systems: The Complete Book
r1751,p1751,Review Comment,0,THE DIGITAL DATABASE FOR SCREENING MAMMOGRAPHY
r1752,p1752,Review Comment,1,MINT: the Molecular INTeraction database
r1753,p1753,Review Comment,1,MODOMICS: a database of RNA modification pathways—2013 update
r1754,p1754,Review Comment,1,EpiFactors: a comprehensive database of human epigenetic factors and complexes
r1755,p1755,Review Comment,1,Phenol-Explorer 3.0: a major update of the Phenol-Explorer database to incorporate data on the effects of food processing on polyphenol content
r1756,p1756,Review Comment,0,The Reptile Database
r1757,p1757,Review Comment,1,A face antispoofing database with diverse attacks
r1758,p1758,Review Comment,1,World Database on Protected Areas (WDPA)
r1759,p1759,Review Comment,1,Harmonized World Soil Database (version 1.2)
r1760,p1760,Review Comment,1,Phenol-Explorer: an online comprehensive database on polyphenol contents in foods
r1761,p1761,Review Comment,1,The IAM-database: an English sentence database for offline handwriting recognition
r1762,p1762,Review Comment,0,"The PROSITE database, its status in 2002"
r1763,p1763,Review Comment,1,Rice Annotation Project Database (RAP-DB): An Integrative and Interactive Database for Rice Genomics
r1764,p1764,Review Comment,1,Human Protein Reference Database—2009 update
r1765,p1765,Review Comment,1,"DAVID: Database for Annotation, Visualization, and Integrated Discovery"
r1766,p1766,Review Comment,1,An Introduction to Database Systems
r1767,p1767,Review Comment,1,BrainWeb: Online Interface to a 3D MRI Simulated Brain Database
r1768,p1768,Review Comment,1,InterPro in 2011: new developments in the family and domain prediction database
